learner_id,course_id,module_id,content_type,assessment_score,feedback_rating,content_difficulty,recommended_courses
5611,13,339,Video,84,Poor,Easy,13
5612,2,416,Text,44,Poor,Easy,2
5613,10,646,Video,17,Excellent,Easy,18
5614,10,858,Video,95,Average,Intermediate,20
5615,11,117,Text,97,Excellent,Hard,19
5616,13,79,Video,32,Average,Hard,20
5617,12,359,Video,40,Good,Easy,12
5618,18,479,Quiz,54,Excellent,Easy,7
5619,16,637,Text,15,Excellent,Intermediate,18
5620,9,764,Text,16,Average,Intermediate,7
5621,14,369,Text,36,Average,Hard,7
5622,8,305,Video,12,Poor,Easy,15
5623,5,268,Text,52,Poor,Intermediate,19
5624,17,124,Quiz,94,Excellent,Hard,19
5625,12,633,Text,89,Average,Easy,9
5626,10,463,Video,54,Good,Hard,9
5627,3,265,Quiz,79,Excellent,Intermediate,4
5628,6,460,Text,44,Good,Easy,10
5629,5,675,Quiz,20,Excellent,Easy,9
5630,14,512,Video,75,Average,Easy,11
5631,10,444,Quiz,60,Poor,Hard,5
5632,5,949,Text,44,Poor,Hard,3
5633,13,72,Text,84,Poor,Intermediate,4
5634,1,337,Quiz,46,Average,Hard,5
5635,14,129,Quiz,57,Average,Intermediate,2
5636,5,298,Text,48,Excellent,Easy,4
5637,15,473,Text,65,Good,Intermediate,4
5638,8,765,Video,12,Average,Hard,4
5639,14,219,Video,38,Excellent,Easy,20
5640,7,39,Video,61,Poor,Easy,7
5641,13,504,Quiz,15,Average,Easy,16
5642,16,387,Video,81,Poor,Hard,7
5643,8,654,Text,15,Excellent,Intermediate,12
5644,6,258,Video,11,Excellent,Easy,8
5645,18,196,Video,31,Good,Hard,8
5646,4,960,Text,67,Good,Easy,1
5647,6,4,Text,8,Good,Easy,6
5648,3,60,Quiz,99,Excellent,Intermediate,1
5649,12,82,Quiz,97,Good,Intermediate,1
5650,16,716,Text,38,Good,Hard,12
5651,10,376,Video,33,Poor,Hard,20
5652,10,272,Text,67,Average,Easy,6
5653,4,598,Text,91,Good,Hard,13
5654,12,302,Quiz,34,Average,Hard,20
5655,19,91,Video,77,Excellent,Intermediate,4
5656,16,687,Quiz,13,Good,Intermediate,8
5657,14,646,Text,23,Poor,Easy,17
5658,15,675,Quiz,26,Good,Easy,14
5659,5,324,Text,2,Excellent,Easy,12
5660,13,647,Video,93,Excellent,Hard,2
5661,3,571,Video,6,Poor,Easy,17
5662,12,909,Quiz,6,Average,Intermediate,12
5663,18,824,Quiz,62,Excellent,Intermediate,14
5664,15,240,Text,13,Poor,Easy,6
5665,7,888,Quiz,40,Excellent,Easy,3
5666,14,149,Video,83,Good,Intermediate,4
5667,11,116,Text,96,Poor,Hard,14
5668,4,890,Video,51,Excellent,Hard,18
5669,2,742,Quiz,17,Average,Easy,11
5670,8,860,Quiz,58,Average,Intermediate,4
5671,8,123,Video,41,Average,Easy,8
5672,7,17,Text,88,Good,Intermediate,20
5673,15,606,Video,14,Good,Easy,17
5674,19,496,Text,73,Poor,Hard,17
5675,3,666,Quiz,16,Excellent,Intermediate,1
5676,6,247,Video,47,Good,Hard,12
5677,4,394,Video,31,Poor,Hard,14
5678,6,330,Text,22,Good,Intermediate,13
5679,16,538,Video,11,Good,Easy,7
5680,18,894,Video,76,Average,Easy,1
5681,3,824,Quiz,7,Excellent,Intermediate,19
5682,10,974,Text,96,Excellent,Hard,7
5683,18,739,Text,72,Good,Easy,20
5684,6,140,Quiz,67,Good,Intermediate,1
5685,4,377,Video,95,Good,Easy,18
5686,14,74,Video,99,Poor,Hard,6
5687,8,923,Video,37,Poor,Intermediate,1
5688,19,344,Video,51,Poor,Intermediate,15
5689,4,141,Text,17,Good,Easy,16
5690,18,604,Quiz,21,Good,Intermediate,20
5691,1,173,Quiz,22,Average,Hard,3
5692,2,212,Quiz,43,Average,Easy,14
5693,7,458,Text,18,Excellent,Hard,1
5694,15,210,Text,49,Poor,Intermediate,4
5695,14,996,Quiz,53,Good,Intermediate,15
5696,11,727,Video,76,Good,Easy,4
5697,14,98,Quiz,48,Excellent,Hard,19
5698,3,436,Quiz,94,Poor,Intermediate,18
5699,9,402,Video,96,Poor,Hard,16
5700,5,958,Quiz,45,Average,Easy,1
5701,4,858,Quiz,62,Excellent,Hard,13
5702,14,445,Video,57,Average,Hard,14
5703,4,970,Quiz,32,Excellent,Easy,2
5704,11,66,Text,71,Good,Hard,1
5705,14,907,Video,51,Good,Hard,9
5706,14,377,Quiz,16,Average,Intermediate,20
5707,12,945,Video,96,Average,Intermediate,11
5708,11,632,Text,65,Excellent,Easy,18
5709,4,508,Video,96,Average,Easy,8
5710,12,351,Quiz,25,Poor,Hard,3
5711,9,774,Video,26,Average,Intermediate,20
5712,5,266,Quiz,29,Good,Hard,15
5713,13,806,Video,52,Average,Intermediate,14
5714,6,516,Text,72,Good,Easy,16
5715,12,467,Video,66,Poor,Hard,10
5716,7,690,Video,31,Poor,Intermediate,11
5717,2,564,Video,10,Average,Hard,20
5718,16,436,Video,53,Good,Hard,3
5719,16,661,Text,89,Good,Intermediate,5
5720,6,533,Text,5,Poor,Hard,6
5721,8,646,Video,99,Good,Hard,7
5722,15,553,Video,3,Average,Easy,5
5723,6,488,Quiz,6,Excellent,Intermediate,7
5724,6,112,Video,21,Excellent,Easy,6
5725,3,81,Text,58,Excellent,Hard,18
5726,4,857,Quiz,31,Good,Hard,5
5727,10,286,Text,42,Excellent,Hard,2
5728,1,653,Quiz,15,Good,Intermediate,10
5729,12,59,Text,33,Good,Intermediate,4
5730,9,690,Quiz,96,Excellent,Hard,6
5731,11,845,Text,74,Good,Easy,16
5732,17,772,Video,53,Poor,Intermediate,14
5733,3,773,Text,90,Good,Hard,16
5734,7,728,Quiz,96,Good,Intermediate,20
5735,18,133,Video,39,Excellent,Intermediate,15
5736,18,15,Quiz,79,Excellent,Hard,14
5737,12,247,Video,97,Poor,Easy,19
5738,5,972,Video,65,Good,Easy,10
5739,5,793,Quiz,89,Poor,Intermediate,8
5740,12,505,Video,32,Good,Easy,20
5741,11,141,Quiz,29,Excellent,Intermediate,5
5742,1,465,Quiz,24,Good,Hard,14
5743,18,302,Quiz,48,Poor,Intermediate,7
5744,12,405,Text,12,Average,Intermediate,5
5745,16,964,Text,99,Excellent,Easy,4
5746,1,146,Text,64,Poor,Easy,4
5747,18,797,Quiz,89,Average,Easy,3
5748,3,199,Video,89,Good,Hard,6
5749,18,773,Quiz,47,Average,Easy,4
5750,8,818,Text,69,Good,Easy,4
5751,18,244,Video,33,Excellent,Easy,15
5752,7,394,Quiz,75,Excellent,Easy,11
5753,17,670,Video,68,Average,Easy,16
5754,5,368,Text,80,Average,Hard,6
5755,14,290,Video,57,Average,Hard,9
5756,1,241,Quiz,56,Poor,Intermediate,15
5757,16,580,Video,68,Average,Hard,5
5758,7,776,Quiz,58,Average,Intermediate,13
5759,16,927,Quiz,28,Excellent,Intermediate,5
5760,16,643,Video,63,Average,Intermediate,12
5761,14,368,Quiz,66,Good,Easy,4
5762,5,109,Quiz,19,Excellent,Hard,13
5763,18,956,Text,95,Poor,Hard,20
5764,14,35,Quiz,65,Average,Easy,13
5765,18,318,Quiz,42,Average,Easy,4
5766,16,569,Quiz,33,Good,Easy,8
5767,11,668,Video,32,Average,Hard,18
5768,10,687,Video,55,Excellent,Intermediate,14
5769,13,186,Text,19,Excellent,Hard,3
5770,16,590,Quiz,51,Average,Hard,19
5771,8,839,Video,78,Good,Easy,9
5772,10,269,Text,79,Average,Intermediate,4
5773,12,268,Video,9,Average,Hard,7
5774,19,544,Text,94,Good,Hard,4
5775,8,643,Quiz,27,Poor,Hard,11
5776,6,872,Text,7,Poor,Intermediate,5
5777,1,270,Text,59,Good,Easy,20
5778,4,104,Text,30,Excellent,Hard,18
5779,16,544,Text,96,Average,Easy,18
5780,3,171,Text,27,Excellent,Intermediate,5
5781,18,900,Quiz,72,Excellent,Hard,20
5782,13,669,Text,82,Good,Intermediate,15
5783,4,478,Video,15,Good,Easy,11
5784,10,808,Text,10,Average,Hard,8
5785,6,122,Text,52,Excellent,Intermediate,17
5786,19,282,Video,13,Good,Easy,9
5787,17,418,Text,36,Poor,Hard,5
5788,8,894,Video,66,Poor,Easy,16
5789,5,890,Text,8,Good,Easy,16
5790,13,649,Text,78,Good,Hard,2
5791,2,531,Text,41,Average,Easy,14
5792,18,49,Quiz,10,Average,Intermediate,18
5793,9,815,Text,85,Average,Hard,4
5794,17,193,Quiz,87,Good,Hard,19
5795,18,97,Text,18,Good,Easy,4
5796,7,144,Video,45,Good,Hard,6
5797,4,417,Text,24,Excellent,Intermediate,9
5798,1,297,Quiz,39,Poor,Easy,20
5799,14,6,Quiz,74,Good,Easy,17
5800,1,419,Quiz,94,Average,Easy,5
5801,12,955,Text,37,Excellent,Intermediate,16
5802,1,876,Text,81,Poor,Hard,19
5803,5,183,Video,48,Good,Hard,10
5804,3,675,Video,93,Average,Easy,2
5805,19,410,Quiz,31,Poor,Easy,11
5806,16,872,Text,8,Poor,Intermediate,9
5807,13,499,Quiz,93,Excellent,Intermediate,8
5808,18,736,Text,18,Poor,Intermediate,20
5809,6,219,Quiz,64,Good,Intermediate,4
5810,16,91,Video,78,Good,Intermediate,19
5811,13,102,Video,66,Poor,Easy,16
5812,5,807,Quiz,11,Poor,Intermediate,6
5813,3,336,Video,30,Poor,Intermediate,18
5814,3,97,Video,94,Poor,Hard,2
5815,5,196,Text,23,Good,Hard,12
5816,17,353,Video,34,Poor,Hard,19
5817,14,766,Text,55,Good,Intermediate,19
5818,7,744,Text,51,Poor,Easy,11
5819,4,48,Quiz,61,Good,Intermediate,16
5820,3,446,Text,25,Average,Easy,3
5821,1,281,Video,8,Excellent,Intermediate,1
5822,19,160,Quiz,70,Poor,Hard,8
5823,18,40,Text,39,Good,Intermediate,11
5824,1,676,Quiz,92,Excellent,Hard,6
5825,9,960,Video,31,Average,Hard,14
5826,9,598,Text,17,Poor,Intermediate,17
5827,12,297,Text,31,Excellent,Easy,5
5828,11,265,Video,67,Average,Intermediate,18
5829,14,285,Quiz,21,Poor,Hard,20
5830,17,945,Video,12,Average,Easy,1
5831,18,682,Quiz,26,Poor,Easy,4
5832,4,740,Video,25,Excellent,Hard,15
5833,10,130,Quiz,33,Good,Easy,19
5834,3,202,Quiz,43,Good,Hard,5
5835,19,782,Text,82,Excellent,Easy,8
5836,18,128,Video,20,Excellent,Intermediate,6
5837,9,52,Video,4,Excellent,Intermediate,20
5838,5,68,Text,38,Good,Easy,2
5839,17,49,Video,13,Good,Intermediate,18
5840,4,558,Quiz,0,Excellent,Easy,12
5841,9,615,Video,98,Average,Easy,18
5842,1,398,Text,29,Good,Easy,11
5843,18,803,Video,4,Average,Intermediate,11
5844,4,340,Quiz,25,Poor,Hard,17
5845,6,910,Text,96,Average,Intermediate,7
5846,11,688,Video,56,Poor,Easy,11
5847,4,772,Quiz,19,Excellent,Easy,17
5848,4,577,Text,8,Excellent,Hard,20
5849,4,58,Video,39,Poor,Easy,9
5850,15,665,Video,77,Poor,Easy,4
5851,2,981,Video,4,Average,Intermediate,1
5852,3,525,Video,60,Poor,Hard,16
5853,7,747,Text,64,Excellent,Easy,18
5854,9,365,Quiz,60,Average,Easy,20
5855,10,938,Video,31,Excellent,Intermediate,17
5856,15,423,Quiz,3,Average,Hard,5
5857,19,608,Video,74,Good,Easy,4
5858,19,906,Video,45,Excellent,Hard,11
5859,13,882,Text,49,Average,Hard,20
5860,16,415,Text,8,Good,Easy,6
5861,16,637,Text,0,Average,Hard,6
5862,1,889,Text,19,Average,Easy,2
5863,12,152,Text,56,Good,Hard,2
5864,14,482,Video,19,Good,Easy,17
5865,16,697,Quiz,27,Good,Hard,13
5866,13,439,Quiz,42,Average,Intermediate,8
5867,18,590,Video,19,Excellent,Intermediate,18
5868,5,642,Video,26,Average,Easy,20
5869,9,881,Text,16,Excellent,Easy,5
5870,8,101,Text,12,Average,Intermediate,20
5871,12,354,Video,73,Excellent,Easy,5
5872,10,866,Video,58,Poor,Intermediate,14
5873,9,429,Quiz,83,Average,Hard,14
5874,3,181,Quiz,64,Average,Hard,16
5875,9,871,Text,83,Poor,Easy,4
5876,15,138,Text,85,Good,Easy,9
5877,18,861,Quiz,90,Poor,Intermediate,16
5878,19,180,Text,73,Excellent,Intermediate,8
5879,5,8,Quiz,12,Good,Hard,13
5880,14,554,Quiz,33,Poor,Easy,6
5881,2,106,Text,86,Excellent,Intermediate,5
5882,7,380,Quiz,20,Poor,Hard,9
5883,6,437,Text,18,Average,Easy,17
5884,18,314,Text,59,Average,Intermediate,1
5885,12,950,Quiz,66,Average,Easy,11
5886,15,487,Text,67,Good,Intermediate,3
5887,4,902,Video,50,Average,Intermediate,5
5888,3,807,Video,70,Good,Easy,11
5889,7,538,Video,99,Poor,Intermediate,13
5890,19,582,Text,11,Average,Easy,15
5891,11,450,Text,47,Poor,Easy,2
5892,10,502,Text,60,Average,Hard,5
5893,8,656,Video,13,Good,Easy,7
5894,4,28,Text,63,Excellent,Easy,5
5895,2,316,Video,19,Poor,Hard,2
5896,13,330,Video,59,Poor,Easy,6
5897,9,977,Quiz,41,Excellent,Hard,9
5898,4,556,Text,32,Good,Hard,6
5899,19,763,Text,90,Excellent,Hard,2
5900,3,278,Quiz,19,Average,Hard,5
5901,19,252,Text,14,Good,Intermediate,9
5902,3,277,Video,9,Good,Easy,1
5903,18,129,Text,97,Excellent,Intermediate,5
5904,19,227,Quiz,67,Average,Easy,16
5905,12,594,Text,39,Poor,Intermediate,18
5906,16,353,Text,71,Excellent,Easy,16
5907,1,906,Quiz,62,Good,Hard,1
5908,5,895,Quiz,71,Poor,Hard,1
5909,15,285,Quiz,87,Poor,Hard,16
5910,9,389,Quiz,92,Good,Intermediate,16
5911,4,964,Video,68,Good,Intermediate,2
5912,7,575,Video,37,Good,Hard,15
5913,2,608,Text,10,Excellent,Hard,2
5914,10,949,Video,59,Poor,Easy,20
5915,10,667,Video,33,Excellent,Hard,7
5916,17,306,Quiz,93,Good,Easy,6
5917,5,802,Video,45,Poor,Intermediate,3
5918,16,449,Text,14,Excellent,Hard,6
5919,3,558,Text,91,Good,Hard,11
5920,17,283,Quiz,96,Good,Hard,20
5921,10,5,Video,14,Average,Intermediate,7
5922,11,832,Text,93,Excellent,Hard,3
5923,15,734,Quiz,9,Excellent,Intermediate,6
5924,12,917,Text,72,Excellent,Intermediate,2
5925,19,133,Video,19,Poor,Easy,15
5926,15,98,Video,56,Good,Intermediate,15
5927,18,333,Text,61,Poor,Hard,9
5928,12,414,Text,83,Average,Intermediate,3
5929,1,356,Text,41,Good,Easy,7
5930,7,933,Text,43,Average,Easy,4
5931,2,694,Video,91,Poor,Easy,17
5932,9,322,Video,54,Good,Easy,14
5933,17,77,Text,25,Good,Intermediate,20
5934,15,537,Text,6,Excellent,Hard,1
5935,5,659,Video,43,Good,Hard,12
5936,12,399,Quiz,99,Average,Hard,20
5937,12,452,Text,6,Excellent,Intermediate,6
5938,11,181,Quiz,35,Excellent,Intermediate,1
5939,1,51,Text,53,Poor,Easy,1
5940,5,736,Video,27,Poor,Intermediate,12
5941,4,660,Quiz,1,Average,Hard,20
5942,7,395,Text,46,Good,Hard,16
5943,18,260,Quiz,21,Good,Hard,15
5944,4,185,Video,11,Average,Intermediate,10
5945,14,856,Quiz,43,Good,Hard,11
5946,8,802,Video,64,Good,Hard,9
5947,11,803,Video,81,Poor,Hard,17
5948,5,785,Video,27,Good,Hard,17
5949,16,60,Video,93,Average,Intermediate,10
5950,13,807,Text,17,Poor,Easy,18
5951,2,364,Video,67,Excellent,Easy,17
5952,12,724,Video,12,Average,Easy,19
5953,6,560,Quiz,35,Poor,Easy,15
5954,4,504,Text,9,Good,Hard,6
5955,17,332,Quiz,78,Poor,Hard,4
5956,16,1,Video,74,Average,Intermediate,4
5957,2,408,Video,71,Average,Hard,16
5958,8,555,Quiz,6,Good,Hard,8
5959,9,389,Text,24,Poor,Easy,5
5960,18,765,Text,60,Poor,Easy,5
5961,14,915,Video,75,Excellent,Intermediate,12
5962,13,710,Text,91,Good,Easy,15
5963,8,154,Text,83,Average,Hard,11
5964,19,607,Quiz,75,Average,Easy,13
5965,8,630,Quiz,58,Average,Intermediate,9
5966,4,7,Quiz,22,Poor,Hard,1
5967,13,202,Video,15,Poor,Easy,6
5968,4,875,Video,72,Excellent,Hard,14
5969,16,14,Video,14,Excellent,Easy,15
5970,3,273,Text,41,Good,Intermediate,11
5971,11,114,Video,91,Average,Easy,4
5972,15,806,Quiz,90,Poor,Intermediate,14
5973,4,827,Video,58,Good,Intermediate,20
5974,8,371,Quiz,41,Excellent,Hard,9
5975,17,652,Video,15,Average,Intermediate,5
5976,6,704,Quiz,30,Excellent,Easy,14
5977,14,20,Video,85,Good,Intermediate,4
5978,6,599,Text,48,Poor,Intermediate,9
5979,1,964,Quiz,54,Poor,Intermediate,11
5980,16,532,Video,16,Good,Intermediate,14
5981,11,648,Video,48,Good,Easy,17
5982,15,999,Video,16,Good,Intermediate,2
5983,5,681,Quiz,24,Good,Hard,20
5984,6,733,Quiz,61,Good,Easy,14
5985,1,445,Quiz,63,Excellent,Easy,15
5986,19,315,Text,72,Good,Easy,3
5987,2,364,Text,3,Poor,Easy,5
5988,10,910,Video,23,Excellent,Hard,3
5989,14,861,Text,53,Poor,Easy,16
5990,13,542,Text,70,Poor,Hard,1
5991,2,823,Quiz,97,Good,Intermediate,3
5992,5,886,Quiz,94,Poor,Intermediate,10
5993,6,511,Video,96,Poor,Hard,4
5994,19,366,Quiz,18,Average,Hard,15
5995,15,493,Text,12,Excellent,Easy,4
5996,2,446,Quiz,80,Poor,Easy,1
5997,14,802,Quiz,79,Average,Intermediate,15
5998,7,720,Video,66,Poor,Intermediate,2
5999,14,910,Text,32,Excellent,Easy,17
6000,9,433,Quiz,93,Excellent,Intermediate,6
6001,2,896,Text,34,Average,Hard,1
6002,17,106,Quiz,77,Average,Intermediate,9
6003,11,528,Text,73,Average,Hard,20
6004,12,915,Text,73,Excellent,Hard,5
6005,13,509,Text,24,Poor,Hard,12
6006,14,842,Text,75,Excellent,Intermediate,15
6007,8,686,Quiz,59,Excellent,Hard,1
6008,11,513,Video,18,Excellent,Intermediate,3
6009,4,662,Quiz,17,Good,Intermediate,9
6010,7,875,Text,36,Good,Easy,2
6011,11,107,Text,41,Average,Intermediate,13
6012,16,118,Text,49,Good,Hard,19
6013,5,933,Text,26,Poor,Easy,10
6014,8,897,Video,25,Average,Intermediate,4
6015,13,658,Video,31,Poor,Easy,18
6016,16,506,Text,28,Good,Easy,1
6017,9,525,Video,66,Excellent,Intermediate,15
6018,18,852,Video,2,Average,Hard,12
6019,14,195,Video,60,Poor,Intermediate,15
6020,13,504,Text,42,Poor,Easy,7
6021,14,343,Text,64,Excellent,Intermediate,19
6022,7,77,Video,7,Poor,Easy,20
6023,17,197,Video,3,Excellent,Easy,16
6024,15,654,Quiz,9,Average,Easy,14
6025,17,363,Quiz,0,Excellent,Hard,16
6026,12,504,Text,87,Good,Intermediate,12
6027,19,297,Video,69,Poor,Easy,1
6028,5,366,Video,43,Excellent,Easy,6
6029,14,673,Quiz,47,Good,Hard,4
6030,14,241,Quiz,8,Good,Intermediate,6
6031,1,145,Quiz,23,Poor,Easy,16
6032,2,968,Video,73,Good,Easy,8
6033,9,857,Text,76,Excellent,Hard,1
6034,4,173,Video,1,Average,Easy,12
6035,17,761,Text,27,Poor,Easy,11
6036,3,797,Text,81,Average,Easy,2
6037,13,402,Video,44,Poor,Hard,6
6038,18,23,Text,39,Average,Easy,17
6039,10,321,Quiz,76,Poor,Intermediate,14
6040,3,876,Video,75,Average,Hard,9
6041,17,134,Quiz,15,Average,Easy,17
6042,9,544,Text,74,Good,Intermediate,18
6043,3,554,Video,51,Poor,Hard,17
6044,16,479,Video,54,Good,Intermediate,10
6045,11,994,Video,60,Average,Easy,19
6046,10,301,Video,5,Good,Easy,15
6047,4,881,Video,79,Excellent,Intermediate,16
6048,9,130,Text,7,Good,Hard,5
6049,16,551,Quiz,0,Excellent,Intermediate,14
6050,19,999,Quiz,53,Poor,Easy,10
6051,15,188,Text,50,Average,Easy,6
6052,8,384,Video,67,Poor,Hard,15
6053,16,577,Video,56,Poor,Intermediate,18
6054,18,162,Quiz,4,Excellent,Easy,16
6055,6,604,Text,87,Excellent,Easy,13
6056,7,683,Quiz,71,Poor,Intermediate,10
6057,10,681,Video,94,Excellent,Hard,4
6058,12,690,Quiz,50,Average,Hard,19
6059,13,793,Text,23,Excellent,Intermediate,10
6060,17,332,Quiz,97,Average,Hard,11
6061,2,512,Video,33,Excellent,Intermediate,8
6062,4,223,Text,37,Average,Easy,12
6063,4,805,Video,93,Excellent,Easy,8
6064,6,961,Video,35,Average,Hard,9
6065,13,367,Quiz,63,Average,Intermediate,11
6066,9,584,Quiz,55,Average,Intermediate,17
6067,18,318,Video,59,Excellent,Hard,17
6068,11,694,Video,9,Average,Intermediate,5
6069,15,987,Text,8,Good,Intermediate,19
6070,6,810,Text,66,Excellent,Easy,19
6071,19,508,Quiz,64,Average,Hard,20
6072,16,612,Text,30,Average,Hard,20
6073,15,866,Text,59,Good,Easy,2
6074,9,907,Text,59,Excellent,Easy,9
6075,9,95,Text,42,Good,Intermediate,20
6076,4,371,Quiz,76,Poor,Easy,6
6077,12,494,Video,16,Poor,Hard,5
6078,18,182,Video,11,Good,Intermediate,18
6079,8,721,Video,52,Poor,Intermediate,14
6080,1,893,Video,90,Poor,Easy,7
6081,8,608,Text,71,Good,Intermediate,3
6082,7,490,Text,11,Excellent,Intermediate,16
6083,4,758,Text,1,Good,Easy,3
6084,7,757,Video,43,Excellent,Hard,12
6085,16,822,Quiz,14,Average,Hard,20
6086,11,635,Text,43,Poor,Hard,6
6087,6,290,Video,76,Average,Intermediate,4
6088,17,806,Text,67,Poor,Intermediate,13
6089,11,136,Video,65,Poor,Easy,15
6090,9,327,Quiz,63,Good,Easy,1
6091,9,658,Video,1,Excellent,Intermediate,5
6092,3,468,Text,59,Average,Intermediate,15
6093,16,649,Text,76,Average,Easy,13
6094,7,463,Video,92,Poor,Easy,3
6095,5,900,Video,42,Good,Easy,18
6096,12,659,Video,91,Good,Intermediate,1
6097,8,933,Text,68,Average,Easy,1
6098,15,578,Text,11,Poor,Hard,16
6099,8,122,Video,9,Average,Easy,7
6100,7,161,Quiz,83,Average,Intermediate,4
6101,15,533,Video,96,Excellent,Easy,18
6102,19,825,Video,7,Excellent,Intermediate,15
6103,10,216,Quiz,84,Average,Intermediate,13
6104,6,840,Quiz,68,Poor,Intermediate,8
6105,14,824,Quiz,71,Average,Easy,6
6106,7,201,Text,86,Excellent,Intermediate,3
6107,8,4,Quiz,39,Good,Hard,2
6108,14,708,Quiz,67,Average,Easy,8
6109,12,880,Video,84,Poor,Hard,13
6110,9,580,Quiz,3,Excellent,Easy,11
6111,6,296,Quiz,49,Good,Intermediate,9
6112,14,948,Text,92,Poor,Hard,9
6113,14,499,Video,32,Excellent,Easy,4
6114,14,786,Quiz,21,Average,Easy,10
6115,1,175,Video,26,Poor,Intermediate,8
6116,3,577,Quiz,86,Poor,Intermediate,6
6117,6,829,Quiz,36,Excellent,Easy,4
6118,2,657,Quiz,72,Poor,Easy,7
6119,5,447,Video,5,Good,Intermediate,19
6120,3,680,Video,34,Excellent,Easy,14
6121,9,107,Text,25,Average,Hard,12
6122,6,516,Video,55,Average,Easy,2
6123,6,816,Quiz,68,Good,Hard,4
6124,11,702,Quiz,38,Good,Intermediate,1
6125,3,750,Text,40,Excellent,Hard,13
6126,3,891,Text,24,Poor,Intermediate,14
6127,8,743,Quiz,79,Poor,Intermediate,6
6128,16,862,Text,51,Excellent,Easy,15
6129,16,25,Text,53,Average,Hard,7
6130,7,866,Video,2,Poor,Easy,9
6131,8,987,Quiz,2,Poor,Hard,3
6132,8,409,Quiz,47,Good,Hard,10
6133,5,261,Text,11,Good,Easy,2
6134,5,139,Video,16,Average,Hard,7
6135,13,192,Quiz,57,Average,Hard,13
6136,19,431,Video,53,Good,Easy,18
6137,8,160,Video,61,Poor,Hard,18
6138,2,73,Text,3,Good,Easy,16
6139,4,210,Video,8,Average,Hard,9
6140,10,589,Video,86,Poor,Easy,17
6141,1,962,Quiz,26,Excellent,Easy,14
6142,18,370,Video,3,Average,Easy,10
6143,1,613,Quiz,25,Good,Intermediate,4
6144,2,65,Video,13,Good,Easy,19
6145,19,287,Quiz,86,Excellent,Hard,8
6146,8,508,Quiz,69,Good,Hard,1
6147,3,95,Video,15,Good,Easy,19
6148,1,406,Text,18,Excellent,Easy,13
6149,6,839,Text,42,Good,Easy,8
6150,2,598,Video,42,Good,Hard,13
6151,6,72,Text,93,Excellent,Intermediate,11
6152,16,18,Video,77,Average,Easy,7
6153,6,918,Video,91,Average,Easy,10
6154,8,973,Video,73,Average,Hard,12
6155,17,233,Video,27,Excellent,Hard,12
6156,2,980,Quiz,46,Average,Intermediate,4
6157,9,691,Text,81,Average,Intermediate,20
6158,13,275,Text,4,Average,Easy,7
6159,15,194,Text,17,Good,Intermediate,10
6160,6,663,Video,68,Average,Intermediate,5
6161,4,70,Quiz,22,Excellent,Easy,9
6162,3,391,Video,77,Average,Intermediate,3
6163,9,709,Quiz,33,Excellent,Intermediate,2
6164,5,37,Video,25,Poor,Hard,19
6165,13,548,Video,35,Average,Intermediate,5
6166,6,149,Quiz,37,Good,Hard,18
6167,7,235,Text,63,Poor,Intermediate,5
6168,6,199,Quiz,39,Good,Hard,2
6169,12,516,Text,33,Excellent,Hard,7
6170,10,98,Video,67,Good,Easy,3
6171,2,918,Video,45,Poor,Intermediate,11
6172,11,765,Video,50,Poor,Intermediate,14
6173,13,199,Quiz,99,Excellent,Easy,8
6174,15,459,Text,28,Poor,Hard,14
6175,12,618,Text,4,Average,Easy,14
6176,14,509,Text,91,Average,Hard,4
6177,9,599,Video,87,Average,Intermediate,16
6178,10,445,Video,94,Average,Hard,8
6179,6,420,Quiz,9,Good,Intermediate,10
6180,14,357,Video,73,Average,Intermediate,7
6181,7,474,Video,2,Poor,Intermediate,7
6182,15,574,Video,81,Good,Intermediate,20
6183,1,100,Text,96,Excellent,Easy,10
6184,2,623,Quiz,68,Average,Hard,3
6185,6,101,Text,85,Good,Intermediate,5
6186,9,346,Video,66,Average,Easy,12
6187,6,512,Video,18,Excellent,Intermediate,20
6188,1,127,Text,62,Excellent,Easy,12
6189,4,779,Quiz,78,Poor,Easy,5
6190,7,16,Quiz,30,Excellent,Intermediate,3
6191,15,460,Video,68,Poor,Easy,14
6192,8,677,Text,90,Good,Easy,8
6193,5,792,Video,9,Good,Intermediate,5
6194,5,395,Text,67,Good,Hard,9
6195,13,633,Video,25,Poor,Intermediate,14
6196,11,788,Quiz,71,Poor,Hard,15
6197,15,934,Video,27,Excellent,Hard,1
6198,3,252,Quiz,10,Poor,Intermediate,9
6199,19,255,Video,54,Excellent,Easy,3
6200,14,319,Quiz,51,Good,Intermediate,15
6201,13,703,Quiz,5,Poor,Intermediate,3
6202,14,408,Text,30,Average,Hard,12
6203,19,877,Text,58,Good,Intermediate,8
6204,3,109,Text,63,Good,Intermediate,11
6205,13,714,Text,49,Poor,Intermediate,5
6206,5,586,Video,0,Average,Easy,15
6207,14,768,Quiz,87,Good,Intermediate,15
6208,19,198,Video,28,Good,Easy,9
6209,2,786,Quiz,50,Good,Intermediate,1
6210,13,18,Text,36,Excellent,Easy,6
6211,16,847,Video,2,Average,Easy,17
6212,14,494,Video,41,Good,Hard,18
6213,7,794,Video,23,Poor,Easy,1
6214,6,599,Text,40,Average,Hard,14
6215,16,163,Text,95,Poor,Hard,15
6216,19,393,Quiz,53,Poor,Hard,6
6217,7,55,Quiz,23,Excellent,Easy,11
