learner_id,previous_performance,learning_style,learning_goal,engagement_time,completion_rate,preferred_pacing,content_interaction,prev_course,course_id,module_id,content_type,assessment_score,feedback_rating,content_difficulty,recommended_courses
6014,60,visual,Gain certification,61,0.64,Slow,22,2,8,897,Video,25,Average,Intermediate,4
6015,42,kinesthetic,Gain certification,293,0.59,Slow,9,20,13,658,Video,31,Poor,Easy,18
6016,76,visual,Complete course,31,0.85,Slow,39,17,16,506,Text,28,Good,Easy,1
6017,88,auditory,Master topic,56,0.71,Moderate,17,2,9,525,Video,66,Excellent,Intermediate,15
6018,25,kinesthetic,Master topic,222,0.22,Slow,37,10,18,852,Video,2,Average,Hard,12
6019,69,visual,Gain certification,265,0.51,Slow,34,19,14,195,Video,60,Poor,Intermediate,15
6020,47,auditory,Complete course,138,0.87,Moderate,6,17,13,504,Text,42,Poor,Easy,7
6021,97,visual,Master topic,224,0.89,Moderate,14,19,14,343,Text,64,Excellent,Intermediate,19
6022,29,visual,Master topic,248,0.8,Moderate,19,14,7,77,Video,7,Poor,Easy,20
6023,33,kinesthetic,Master topic,187,0.38,Fast,36,1,17,197,Video,3,Excellent,Easy,16
6024,5,auditory,Gain certification,208,0.49,Fast,23,8,15,654,Quiz,9,Average,Easy,14
6025,92,visual,Gain certification,123,0.98,Moderate,22,8,17,363,Quiz,0,Excellent,Hard,16
6026,29,visual,Complete course,206,0.27,Moderate,22,8,12,504,Text,87,Good,Intermediate,12
6027,70,auditory,Master topic,121,0.73,Moderate,12,4,19,297,Video,69,Poor,Easy,1
6028,70,visual,Master topic,239,0.88,Moderate,10,14,5,366,Video,43,Excellent,Easy,6
6029,93,kinesthetic,Master topic,82,0.69,Moderate,31,3,14,673,Quiz,47,Good,Hard,4
6030,42,visual,Gain certification,259,0.69,Slow,42,7,14,241,Quiz,8,Good,Intermediate,6
6031,3,kinesthetic,Master topic,249,0.64,Slow,16,16,1,145,Quiz,23,Poor,Easy,16
6032,87,kinesthetic,Gain certification,217,0.65,Moderate,47,15,2,968,Video,73,Good,Easy,8
6033,11,visual,Gain certification,55,0.34,Moderate,29,12,9,857,Text,76,Excellent,Hard,1
6034,86,kinesthetic,Master topic,142,0.47,Slow,47,12,4,173,Video,1,Average,Easy,12
6035,92,kinesthetic,Master topic,281,0.9,Slow,23,8,17,761,Text,27,Poor,Easy,11
6036,18,visual,Master topic,36,0.94,Fast,19,8,3,797,Text,81,Average,Easy,2
6037,36,kinesthetic,Master topic,158,0.66,Slow,34,19,13,402,Video,44,Poor,Hard,6
6038,18,kinesthetic,Complete course,143,0.27,Fast,8,17,18,23,Text,39,Average,Easy,17
6039,69,kinesthetic,Master topic,90,0.71,Slow,40,11,10,321,Quiz,76,Poor,Intermediate,14
6040,90,auditory,Master topic,123,0.79,Moderate,35,19,3,876,Video,75,Average,Hard,9
6041,67,kinesthetic,Gain certification,134,0.45,Slow,11,18,17,134,Quiz,15,Average,Easy,17
6042,9,visual,Gain certification,184,0.91,Moderate,45,3,9,544,Text,74,Good,Intermediate,18
6043,98,visual,Gain certification,264,0.91,Fast,15,16,3,554,Video,51,Poor,Hard,17
6044,94,kinesthetic,Gain certification,97,0.93,Fast,34,14,16,479,Video,54,Good,Intermediate,10
6045,0,visual,Complete course,201,0.31,Fast,36,15,11,994,Video,60,Average,Easy,19
6046,20,kinesthetic,Gain certification,154,0.91,Fast,25,6,10,301,Video,5,Good,Easy,15
6047,24,auditory,Gain certification,210,0.42,Moderate,9,9,4,881,Video,79,Excellent,Intermediate,16
6048,38,kinesthetic,Master topic,232,0.48,Moderate,45,17,9,130,Text,7,Good,Hard,5
6049,81,kinesthetic,Complete course,179,0.91,Fast,38,4,16,551,Quiz,0,Excellent,Intermediate,14
6050,1,kinesthetic,Gain certification,165,0.29,Moderate,41,1,19,999,Quiz,53,Poor,Easy,10
6051,15,visual,Gain certification,270,0.65,Moderate,13,14,15,188,Text,50,Average,Easy,6
6052,89,auditory,Complete course,230,0.59,Fast,42,5,8,384,Video,67,Poor,Hard,15
6053,0,visual,Gain certification,194,0.3,Fast,1,20,16,577,Video,56,Poor,Intermediate,18
6054,42,kinesthetic,Complete course,131,0.84,Moderate,23,7,18,162,Quiz,4,Excellent,Easy,16
6055,30,kinesthetic,Master topic,194,0.75,Fast,12,2,6,604,Text,87,Excellent,Easy,13
6056,60,visual,Master topic,34,0.92,Fast,22,8,7,683,Quiz,71,Poor,Intermediate,10
6057,17,auditory,Gain certification,107,0.59,Slow,13,6,10,681,Video,94,Excellent,Hard,4
6058,29,visual,Complete course,171,0.83,Slow,18,16,12,690,Quiz,50,Average,Hard,19
6059,83,auditory,Master topic,60,0.52,Slow,49,11,13,793,Text,23,Excellent,Intermediate,10
6060,74,auditory,Master topic,117,0.27,Slow,25,4,17,332,Quiz,97,Average,Hard,11
6061,78,visual,Gain certification,65,0.68,Moderate,41,13,2,512,Video,33,Excellent,Intermediate,8
6062,7,kinesthetic,Master topic,268,0.36,Fast,22,8,4,223,Text,37,Average,Easy,12
6063,25,kinesthetic,Master topic,297,0.77,Moderate,10,1,4,805,Video,93,Excellent,Easy,8
6064,41,auditory,Gain certification,44,0.96,Fast,33,13,6,961,Video,35,Average,Hard,9
6065,3,auditory,Master topic,102,0.76,Moderate,29,13,13,367,Quiz,63,Average,Intermediate,11
6066,27,kinesthetic,Complete course,202,0.91,Slow,44,5,9,584,Quiz,55,Average,Intermediate,17
6067,14,auditory,Master topic,205,0.91,Slow,17,1,18,318,Video,59,Excellent,Hard,17
6068,53,kinesthetic,Gain certification,227,0.87,Moderate,23,9,11,694,Video,9,Average,Intermediate,5
6069,97,visual,Gain certification,243,0.74,Fast,45,10,15,987,Text,8,Good,Intermediate,19
6070,62,auditory,Master topic,218,0.34,Fast,20,17,6,810,Text,66,Excellent,Easy,19
6071,69,kinesthetic,Gain certification,124,0.25,Slow,8,13,19,508,Quiz,64,Average,Hard,20
6072,47,kinesthetic,Master topic,287,0.42,Slow,40,19,16,612,Text,30,Average,Hard,20
6073,15,kinesthetic,Gain certification,230,0.55,Fast,22,13,15,866,Text,59,Good,Easy,2
6074,95,visual,Master topic,215,0.26,Slow,42,7,9,907,Text,59,Excellent,Easy,9
6075,82,kinesthetic,Gain certification,186,0.89,Moderate,32,15,9,95,Text,42,Good,Intermediate,20
6076,54,kinesthetic,Master topic,218,0.91,Moderate,12,12,4,371,Quiz,76,Poor,Easy,6
6077,26,auditory,Gain certification,298,0.58,Slow,26,1,12,494,Video,16,Poor,Hard,5
6078,90,visual,Complete course,45,0.74,Fast,7,13,18,182,Video,11,Good,Intermediate,18
6079,54,kinesthetic,Master topic,33,0.81,Slow,2,17,8,721,Video,52,Poor,Intermediate,14
6080,14,kinesthetic,Complete course,275,0.79,Moderate,19,14,1,893,Video,90,Poor,Easy,7
6081,8,kinesthetic,Complete course,51,0.66,Slow,4,3,8,608,Text,71,Good,Intermediate,3
6082,82,visual,Master topic,252,0.67,Slow,8,20,7,490,Text,11,Excellent,Intermediate,16
6083,52,auditory,Gain certification,60,0.25,Moderate,11,8,4,758,Text,1,Good,Easy,3
6084,8,auditory,Master topic,61,0.69,Slow,5,10,7,757,Video,43,Excellent,Hard,12
6085,60,kinesthetic,Gain certification,78,0.9,Fast,47,2,16,822,Quiz,14,Average,Hard,20
6086,63,visual,Master topic,38,0.61,Slow,39,8,11,635,Text,43,Poor,Hard,6
6087,73,visual,Complete course,85,0.6,Fast,44,2,6,290,Video,76,Average,Intermediate,4
6088,91,visual,Master topic,241,0.8,Slow,41,4,17,806,Text,67,Poor,Intermediate,13
6089,47,kinesthetic,Master topic,76,0.88,Fast,7,1,11,136,Video,65,Poor,Easy,15
6090,83,kinesthetic,Complete course,43,0.29,Moderate,3,11,9,327,Quiz,63,Good,Easy,1
6091,65,visual,Master topic,128,0.89,Moderate,14,13,9,658,Video,1,Excellent,Intermediate,5
6092,81,kinesthetic,Master topic,140,0.21,Moderate,7,20,3,468,Text,59,Average,Intermediate,15
6093,74,visual,Gain certification,66,0.81,Moderate,30,16,16,649,Text,76,Average,Easy,13
6094,37,kinesthetic,Complete course,37,0.73,Moderate,33,20,7,463,Video,92,Poor,Easy,3
6095,51,auditory,Gain certification,62,0.48,Moderate,12,14,5,900,Video,42,Good,Easy,18
6096,85,kinesthetic,Gain certification,32,0.89,Moderate,42,16,12,659,Video,91,Good,Intermediate,1
6097,88,auditory,Master topic,195,0.47,Fast,26,15,8,933,Text,68,Average,Easy,1
6098,37,auditory,Complete course,101,0.23,Slow,10,2,15,578,Text,11,Poor,Hard,16
6099,64,kinesthetic,Complete course,75,0.82,Slow,4,12,8,122,Video,9,Average,Easy,7
6100,5,auditory,Gain certification,223,0.36,Slow,22,12,7,161,Quiz,83,Average,Intermediate,4
6101,25,auditory,Complete course,214,0.87,Slow,6,19,15,533,Video,96,Excellent,Easy,18
6102,9,kinesthetic,Master topic,167,0.34,Fast,7,8,19,825,Video,7,Excellent,Intermediate,15
6103,86,kinesthetic,Complete course,152,0.28,Moderate,22,15,10,216,Quiz,84,Average,Intermediate,13
6104,73,visual,Complete course,288,0.48,Moderate,47,17,6,840,Quiz,68,Poor,Intermediate,8
6105,78,auditory,Complete course,206,0.45,Slow,40,17,14,824,Quiz,71,Average,Easy,6
6106,38,visual,Master topic,190,0.47,Moderate,45,11,7,201,Text,86,Excellent,Intermediate,3
6107,44,kinesthetic,Complete course,121,0.96,Moderate,9,13,8,4,Quiz,39,Good,Hard,2
6108,55,auditory,Master topic,236,0.38,Slow,8,19,14,708,Quiz,67,Average,Easy,8
6109,92,auditory,Master topic,96,0.94,Moderate,38,20,12,880,Video,84,Poor,Hard,13
6110,52,kinesthetic,Gain certification,257,0.25,Moderate,46,11,9,580,Quiz,3,Excellent,Easy,11
6111,69,visual,Complete course,275,0.84,Moderate,9,1,6,296,Quiz,49,Good,Intermediate,9
6112,13,auditory,Complete course,177,0.62,Slow,5,20,14,948,Text,92,Poor,Hard,9
6113,41,auditory,Master topic,67,0.87,Slow,26,10,14,499,Video,32,Excellent,Easy,4
6114,73,auditory,Master topic,215,0.27,Moderate,48,20,14,786,Quiz,21,Average,Easy,10
6115,64,visual,Complete course,258,0.81,Slow,40,9,1,175,Video,26,Poor,Intermediate,8
6116,27,visual,Gain certification,127,0.86,Slow,49,8,3,577,Quiz,86,Poor,Intermediate,6
6117,21,visual,Complete course,43,0.34,Moderate,30,7,6,829,Quiz,36,Excellent,Easy,4
6118,30,kinesthetic,Gain certification,125,0.4,Slow,18,2,2,657,Quiz,72,Poor,Easy,7
6119,79,kinesthetic,Complete course,242,0.51,Moderate,33,4,5,447,Video,5,Good,Intermediate,19
6120,60,visual,Complete course,74,0.31,Fast,17,4,3,680,Video,34,Excellent,Easy,14
6121,93,visual,Gain certification,84,0.87,Moderate,7,18,9,107,Text,25,Average,Hard,12
6122,36,visual,Gain certification,248,0.56,Slow,40,5,6,516,Video,55,Average,Easy,2
6123,6,kinesthetic,Master topic,233,0.47,Slow,12,14,6,816,Quiz,68,Good,Hard,4
6124,86,kinesthetic,Complete course,124,0.23,Fast,33,1,11,702,Quiz,38,Good,Intermediate,1
6125,17,visual,Complete course,252,0.38,Slow,43,16,3,750,Text,40,Excellent,Hard,13
6126,55,kinesthetic,Gain certification,177,0.87,Fast,12,15,3,891,Text,24,Poor,Intermediate,14
6127,16,visual,Gain certification,231,0.92,Moderate,32,19,8,743,Quiz,79,Poor,Intermediate,6
6128,10,auditory,Gain certification,51,0.28,Slow,17,2,16,862,Text,51,Excellent,Easy,15
6129,10,auditory,Gain certification,154,0.21,Fast,8,15,16,25,Text,53,Average,Hard,7
6130,17,kinesthetic,Master topic,283,0.89,Fast,21,11,7,866,Video,2,Poor,Easy,9
6131,19,kinesthetic,Master topic,141,0.59,Moderate,44,7,8,987,Quiz,2,Poor,Hard,3
6132,97,visual,Complete course,143,0.64,Slow,16,13,8,409,Quiz,47,Good,Hard,10
6133,70,kinesthetic,Gain certification,271,0.43,Fast,6,11,5,261,Text,11,Good,Easy,2
6134,40,auditory,Gain certification,296,0.86,Fast,42,7,5,139,Video,16,Average,Hard,7
6135,66,kinesthetic,Gain certification,127,0.63,Slow,48,20,13,192,Quiz,57,Average,Hard,13
6136,93,visual,Complete course,96,0.88,Fast,9,14,19,431,Video,53,Good,Easy,18
6137,31,auditory,Master topic,132,0.53,Slow,41,9,8,160,Video,61,Poor,Hard,18
6138,66,visual,Master topic,286,0.74,Moderate,14,5,2,73,Text,3,Good,Easy,16
6139,11,auditory,Gain certification,87,0.57,Slow,13,13,4,210,Video,8,Average,Hard,9
6140,75,auditory,Complete course,179,0.45,Slow,34,13,10,589,Video,86,Poor,Easy,17
6141,50,visual,Master topic,290,0.41,Moderate,25,3,1,962,Quiz,26,Excellent,Easy,14
6142,10,auditory,Master topic,142,0.84,Moderate,45,7,18,370,Video,3,Average,Easy,10
6143,77,auditory,Master topic,113,0.47,Slow,21,15,1,613,Quiz,25,Good,Intermediate,4
6144,44,kinesthetic,Complete course,63,0.4,Moderate,30,12,2,65,Video,13,Good,Easy,19
6145,58,kinesthetic,Master topic,239,0.22,Fast,14,7,19,287,Quiz,86,Excellent,Hard,8
6146,28,kinesthetic,Master topic,143,0.9,Moderate,39,16,8,508,Quiz,69,Good,Hard,1
6147,45,visual,Complete course,138,0.52,Moderate,5,6,3,95,Video,15,Good,Easy,19
6148,93,kinesthetic,Master topic,278,0.79,Slow,20,14,1,406,Text,18,Excellent,Easy,13
6149,7,auditory,Complete course,261,0.52,Moderate,20,1,6,839,Text,42,Good,Easy,8
6150,78,kinesthetic,Master topic,229,0.54,Slow,20,12,2,598,Video,42,Good,Hard,13
6151,75,kinesthetic,Complete course,55,0.25,Slow,21,14,6,72,Text,93,Excellent,Intermediate,11
6152,82,kinesthetic,Complete course,145,0.5,Fast,29,10,16,18,Video,77,Average,Easy,7
6153,17,kinesthetic,Gain certification,183,0.41,Slow,17,9,6,918,Video,91,Average,Easy,10
6154,76,kinesthetic,Complete course,188,0.64,Fast,9,1,8,973,Video,73,Average,Hard,12
6155,80,visual,Master topic,31,0.8,Fast,1,9,17,233,Video,27,Excellent,Hard,12
6156,20,kinesthetic,Complete course,47,0.28,Slow,16,19,2,980,Quiz,46,Average,Intermediate,4
6157,25,auditory,Master topic,37,0.25,Fast,32,14,9,691,Text,81,Average,Intermediate,20
6158,45,auditory,Gain certification,49,0.42,Slow,9,11,13,275,Text,4,Average,Easy,7
6159,33,auditory,Gain certification,215,0.82,Moderate,18,2,15,194,Text,17,Good,Intermediate,10
6160,14,visual,Complete course,81,0.71,Slow,44,10,6,663,Video,68,Average,Intermediate,5
6161,86,auditory,Complete course,108,0.69,Fast,34,15,4,70,Quiz,22,Excellent,Easy,9
6162,92,kinesthetic,Complete course,139,0.23,Moderate,26,2,3,391,Video,77,Average,Intermediate,3
6163,42,visual,Gain certification,260,0.33,Moderate,17,15,9,709,Quiz,33,Excellent,Intermediate,2
6164,21,kinesthetic,Gain certification,173,0.57,Slow,45,14,5,37,Video,25,Poor,Hard,19
6165,34,auditory,Gain certification,85,0.31,Moderate,6,19,13,548,Video,35,Average,Intermediate,5
6166,26,auditory,Gain certification,55,0.91,Fast,13,11,6,149,Quiz,37,Good,Hard,18
6167,11,kinesthetic,Gain certification,140,0.94,Fast,20,13,7,235,Text,63,Poor,Intermediate,5
6168,12,auditory,Master topic,161,0.48,Moderate,28,9,6,199,Quiz,39,Good,Hard,2
6169,3,auditory,Gain certification,281,0.62,Slow,18,1,12,516,Text,33,Excellent,Hard,7
6170,84,auditory,Gain certification,191,0.81,Fast,5,18,10,98,Video,67,Good,Easy,3
6171,91,auditory,Complete course,86,0.95,Moderate,43,1,2,918,Video,45,Poor,Intermediate,11
6172,28,auditory,Complete course,165,0.37,Moderate,21,18,11,765,Video,50,Poor,Intermediate,14
6173,67,kinesthetic,Gain certification,245,0.93,Fast,23,9,13,199,Quiz,99,Excellent,Easy,8
6174,73,kinesthetic,Master topic,91,0.45,Moderate,18,9,15,459,Text,28,Poor,Hard,14
6175,39,visual,Gain certification,83,0.84,Slow,4,13,12,618,Text,4,Average,Easy,14
6176,2,kinesthetic,Master topic,105,0.61,Fast,27,1,14,509,Text,91,Average,Hard,4
6177,90,auditory,Gain certification,194,0.74,Moderate,17,10,9,599,Video,87,Average,Intermediate,16
6178,66,visual,Master topic,165,0.36,Slow,23,20,10,445,Video,94,Average,Hard,8
6179,50,kinesthetic,Complete course,83,0.53,Moderate,7,16,6,420,Quiz,9,Good,Intermediate,10
6180,35,auditory,Master topic,251,0.55,Slow,17,19,14,357,Video,73,Average,Intermediate,7
6181,94,visual,Master topic,205,0.48,Fast,10,20,7,474,Video,2,Poor,Intermediate,7
6182,40,kinesthetic,Complete course,80,0.47,Fast,36,15,15,574,Video,81,Good,Intermediate,20
6183,82,auditory,Master topic,97,0.21,Moderate,42,12,1,100,Text,96,Excellent,Easy,10
6184,40,visual,Master topic,162,0.64,Slow,38,1,2,623,Quiz,68,Average,Hard,3
6185,50,visual,Gain certification,205,0.99,Fast,1,15,6,101,Text,85,Good,Intermediate,5
6186,59,kinesthetic,Gain certification,128,0.57,Slow,5,14,9,346,Video,66,Average,Easy,12
6187,21,visual,Master topic,130,0.8,Slow,1,5,6,512,Video,18,Excellent,Intermediate,20
6188,90,auditory,Gain certification,147,0.44,Fast,32,13,1,127,Text,62,Excellent,Easy,12
6189,36,auditory,Gain certification,235,0.53,Fast,49,14,4,779,Quiz,78,Poor,Easy,5
6190,24,auditory,Complete course,237,0.61,Fast,26,20,7,16,Quiz,30,Excellent,Intermediate,3
6191,67,auditory,Gain certification,57,0.36,Moderate,43,2,15,460,Video,68,Poor,Easy,14
6192,78,kinesthetic,Master topic,121,0.99,Fast,42,19,8,677,Text,90,Good,Easy,8
6193,8,auditory,Master topic,131,0.39,Slow,16,8,5,792,Video,9,Good,Intermediate,5
6194,73,kinesthetic,Gain certification,281,0.41,Slow,31,10,5,395,Text,67,Good,Hard,9
6195,89,kinesthetic,Complete course,223,0.74,Fast,11,8,13,633,Video,25,Poor,Intermediate,14
6196,24,auditory,Gain certification,271,0.59,Slow,19,13,11,788,Quiz,71,Poor,Hard,15
6197,69,auditory,Master topic,210,0.35,Fast,11,19,15,934,Video,27,Excellent,Hard,1
6198,62,kinesthetic,Master topic,156,0.77,Moderate,40,11,3,252,Quiz,10,Poor,Intermediate,9
6199,72,auditory,Gain certification,113,0.4,Fast,48,18,19,255,Video,54,Excellent,Easy,3
6200,3,kinesthetic,Complete course,299,0.87,Slow,8,4,14,319,Quiz,51,Good,Intermediate,15
6201,0,kinesthetic,Gain certification,115,0.88,Moderate,12,20,13,703,Quiz,5,Poor,Intermediate,3
6202,15,kinesthetic,Gain certification,71,0.31,Moderate,2,1,14,408,Text,30,Average,Hard,12
6203,87,visual,Complete course,137,0.99,Fast,2,19,19,877,Text,58,Good,Intermediate,8
6204,43,auditory,Gain certification,268,0.75,Fast,40,16,3,109,Text,63,Good,Intermediate,11
6205,29,visual,Master topic,108,0.9,Slow,49,16,13,714,Text,49,Poor,Intermediate,5
6206,79,kinesthetic,Complete course,178,0.93,Slow,21,15,5,586,Video,0,Average,Easy,15
6207,99,kinesthetic,Gain certification,41,0.25,Fast,28,3,14,768,Quiz,87,Good,Intermediate,15
6208,79,kinesthetic,Complete course,202,0.5,Fast,37,7,19,198,Video,28,Good,Easy,9
6209,91,visual,Master topic,132,0.66,Fast,1,7,2,786,Quiz,50,Good,Intermediate,1
6210,93,kinesthetic,Gain certification,157,0.81,Moderate,49,16,13,18,Text,36,Excellent,Easy,6
6211,44,auditory,Master topic,184,0.6,Fast,9,7,16,847,Video,2,Average,Easy,17
6212,97,kinesthetic,Complete course,243,0.61,Fast,44,16,14,494,Video,41,Good,Hard,18
6213,33,kinesthetic,Gain certification,149,0.36,Fast,5,11,7,794,Video,23,Poor,Easy,1
6214,16,auditory,Gain certification,283,0.44,Slow,33,12,6,599,Text,40,Average,Hard,14
6215,35,visual,Gain certification,249,0.96,Moderate,42,1,16,163,Text,95,Poor,Hard,15
6216,21,auditory,Gain certification,56,0.62,Fast,38,5,19,393,Quiz,53,Poor,Hard,6
6217,86,kinesthetic,Complete course,153,0.59,Slow,45,1,7,55,Quiz,23,Excellent,Easy,11
6218,27,kinesthetic,Complete course,264,0.26,Fast,26,17,7,501,Quiz,83,Good,Hard,2
6219,80,auditory,Complete course,199,0.29,Fast,42,16,9,385,Text,6,Excellent,Intermediate,6
6220,41,kinesthetic,Master topic,80,0.48,Moderate,22,8,19,535,Quiz,17,Poor,Easy,2
6221,36,kinesthetic,Complete course,168,0.64,Fast,38,14,7,546,Video,49,Poor,Easy,6
6222,46,visual,Gain certification,121,0.43,Moderate,6,18,2,209,Text,22,Excellent,Intermediate,14
6223,71,kinesthetic,Complete course,218,0.34,Slow,30,19,10,42,Video,95,Average,Intermediate,19
6224,86,kinesthetic,Gain certification,250,0.23,Fast,45,1,19,186,Video,58,Average,Easy,11
6225,38,visual,Complete course,109,0.53,Slow,5,13,4,182,Text,31,Good,Easy,5
6226,9,visual,Master topic,218,0.56,Moderate,10,11,9,752,Quiz,88,Excellent,Intermediate,1
6227,86,visual,Complete course,146,0.6,Slow,46,20,10,126,Quiz,80,Poor,Hard,17
6228,48,visual,Gain certification,48,0.93,Moderate,28,1,7,78,Quiz,78,Good,Intermediate,20
6229,68,auditory,Complete course,115,0.65,Fast,26,5,2,854,Video,2,Excellent,Easy,4
6230,83,auditory,Complete course,190,0.66,Slow,3,20,2,955,Text,68,Poor,Intermediate,5
6231,51,kinesthetic,Gain certification,200,0.99,Fast,18,6,11,493,Quiz,39,Poor,Intermediate,17
6232,40,auditory,Gain certification,164,0.26,Slow,49,20,12,95,Text,80,Excellent,Intermediate,2
6233,48,kinesthetic,Master topic,243,0.46,Slow,16,20,8,441,Quiz,42,Poor,Easy,2
6234,92,visual,Gain certification,130,0.32,Slow,27,11,6,511,Quiz,46,Poor,Easy,15
6235,61,auditory,Gain certification,93,0.99,Moderate,22,20,2,654,Text,85,Average,Intermediate,10
6236,48,kinesthetic,Complete course,298,0.97,Moderate,31,19,18,221,Text,32,Average,Easy,1
6237,92,auditory,Master topic,294,0.24,Moderate,38,14,1,718,Quiz,24,Excellent,Hard,1
6238,82,visual,Complete course,36,0.59,Slow,25,1,15,897,Quiz,60,Poor,Easy,14
6239,42,visual,Master topic,100,0.45,Fast,27,2,14,53,Text,96,Good,Intermediate,14
6240,8,visual,Gain certification,94,0.61,Fast,35,18,15,852,Quiz,20,Poor,Intermediate,2
6241,26,auditory,Master topic,55,0.37,Moderate,48,20,17,695,Quiz,47,Good,Intermediate,16
6242,31,auditory,Complete course,204,0.64,Fast,39,14,2,695,Video,35,Excellent,Intermediate,1
6243,49,visual,Master topic,104,0.49,Moderate,24,7,8,989,Quiz,85,Excellent,Intermediate,19
6244,69,visual,Gain certification,253,0.34,Moderate,48,8,15,324,Video,67,Poor,Hard,13
6245,17,visual,Complete course,279,0.45,Fast,4,7,6,259,Quiz,9,Poor,Hard,10
6246,49,kinesthetic,Gain certification,146,0.91,Fast,43,12,16,545,Video,3,Excellent,Easy,5
6247,74,auditory,Master topic,37,0.85,Fast,25,12,12,657,Text,82,Good,Intermediate,5
6248,90,auditory,Complete course,200,0.26,Slow,35,13,3,723,Text,27,Average,Easy,4
6249,1,visual,Complete course,126,0.39,Slow,28,14,10,845,Text,48,Good,Intermediate,19
6250,80,kinesthetic,Gain certification,52,0.49,Slow,41,17,8,643,Text,16,Excellent,Easy,10
6251,91,visual,Complete course,132,0.99,Slow,14,13,1,279,Video,96,Excellent,Hard,15
6252,44,visual,Complete course,96,0.91,Slow,29,16,11,72,Text,22,Poor,Intermediate,6
6253,16,visual,Gain certification,287,0.37,Moderate,11,10,17,944,Text,43,Excellent,Intermediate,8
6254,86,auditory,Master topic,62,0.54,Slow,43,12,17,469,Video,82,Excellent,Hard,12
6255,10,kinesthetic,Master topic,73,0.84,Slow,12,14,5,916,Video,48,Average,Easy,13
6256,43,auditory,Gain certification,237,0.89,Moderate,22,19,15,169,Text,82,Poor,Easy,11
6257,17,auditory,Gain certification,185,0.78,Moderate,32,14,2,957,Video,57,Good,Easy,17
6258,5,visual,Complete course,121,0.57,Fast,22,16,16,403,Quiz,97,Good,Easy,18
6259,47,auditory,Complete course,163,0.33,Fast,14,12,11,361,Text,65,Average,Easy,14
6260,75,kinesthetic,Complete course,37,0.83,Slow,13,4,19,390,Video,11,Good,Easy,15
6261,31,visual,Master topic,264,0.47,Fast,48,4,14,547,Video,10,Average,Easy,12
6262,92,auditory,Master topic,230,0.3,Fast,16,12,8,205,Video,14,Excellent,Easy,12
6263,32,visual,Gain certification,296,0.67,Slow,38,3,4,62,Video,78,Good,Hard,4
6264,69,kinesthetic,Gain certification,37,0.88,Moderate,9,2,6,412,Video,19,Excellent,Easy,17
6265,44,kinesthetic,Complete course,204,0.9,Slow,21,2,16,8,Video,57,Poor,Easy,9
6266,12,visual,Complete course,59,0.67,Fast,26,16,5,460,Text,50,Average,Hard,6
6267,59,kinesthetic,Complete course,153,0.87,Moderate,9,8,10,747,Quiz,73,Good,Hard,14
6268,53,visual,Gain certification,41,0.89,Moderate,19,13,10,439,Video,75,Excellent,Easy,8
6269,60,visual,Complete course,113,0.34,Fast,13,8,8,671,Video,10,Average,Easy,17
6270,11,kinesthetic,Complete course,55,0.91,Slow,19,19,12,781,Text,12,Good,Hard,16
6271,54,kinesthetic,Master topic,75,0.2,Slow,14,19,16,128,Video,99,Good,Intermediate,8
6272,70,auditory,Gain certification,273,0.62,Fast,48,9,17,76,Video,16,Excellent,Easy,17
6273,99,kinesthetic,Gain certification,174,0.66,Moderate,43,13,17,277,Quiz,57,Average,Hard,16
6274,14,visual,Gain certification,67,0.9,Moderate,49,18,6,512,Video,77,Average,Intermediate,14
6275,53,kinesthetic,Master topic,160,0.93,Fast,28,12,3,194,Quiz,81,Excellent,Easy,12
6276,68,kinesthetic,Complete course,169,0.68,Moderate,30,15,11,872,Quiz,94,Excellent,Intermediate,7
6277,42,kinesthetic,Master topic,240,0.37,Slow,43,9,17,756,Quiz,72,Excellent,Hard,7
6278,25,auditory,Complete course,206,0.4,Slow,36,13,15,416,Video,78,Good,Hard,13
6279,98,kinesthetic,Gain certification,227,0.8,Slow,8,18,11,705,Quiz,78,Poor,Intermediate,5
6280,29,auditory,Master topic,68,0.42,Slow,22,14,13,264,Text,46,Good,Easy,14
6281,70,auditory,Master topic,104,0.29,Moderate,29,16,15,314,Video,25,Average,Easy,6
6282,88,visual,Complete course,37,0.88,Slow,23,18,13,889,Quiz,8,Poor,Hard,9
6283,47,visual,Gain certification,131,0.45,Fast,5,11,3,875,Quiz,22,Poor,Easy,11
6284,91,visual,Master topic,40,0.66,Slow,21,12,15,94,Text,60,Good,Easy,15
6285,54,visual,Gain certification,107,0.57,Moderate,45,6,15,858,Quiz,62,Poor,Easy,16
6286,34,auditory,Gain certification,242,0.56,Moderate,17,19,18,505,Text,78,Excellent,Intermediate,8
6287,28,auditory,Gain certification,149,0.78,Moderate,35,9,8,648,Video,48,Excellent,Hard,8
6288,62,visual,Master topic,63,0.23,Moderate,41,1,6,96,Video,38,Excellent,Hard,4
6289,0,visual,Gain certification,55,0.49,Moderate,25,12,9,716,Text,29,Average,Hard,11
6290,35,visual,Gain certification,140,0.87,Moderate,16,12,17,916,Text,15,Excellent,Easy,14
6291,49,kinesthetic,Complete course,111,0.76,Slow,37,19,14,794,Video,5,Good,Intermediate,7
6292,43,visual,Gain certification,66,0.88,Slow,41,19,1,62,Text,85,Poor,Easy,17
6293,93,visual,Gain certification,266,0.25,Fast,45,18,14,469,Text,20,Poor,Intermediate,6
