learner_id,previous_performance,learning_style,learning_goal,engagement_time,completion_rate,preferred_pacing,content_interaction,prev_course
4411,45,auditory,Master topic,72,0.99,Fast,31,8
4412,53,kinesthetic,Gain certification,298,0.38,Fast,1,18
4413,75,auditory,Gain certification,175,0.9,Slow,31,7
4414,37,auditory,Gain certification,130,0.29,Slow,19,13
4415,14,auditory,Master topic,279,0.48,Moderate,43,11
4416,71,kinesthetic,Master topic,236,0.3,Slow,4,17
4417,87,visual,Master topic,156,0.61,Moderate,34,15
4418,7,visual,Gain certification,196,0.75,Fast,43,18
4419,13,visual,Complete course,197,0.68,Slow,49,20
4420,95,kinesthetic,Complete course,88,0.5,Fast,30,15
4421,75,kinesthetic,Gain certification,133,0.86,Moderate,30,14
4422,99,kinesthetic,Gain certification,63,0.7,Moderate,47,2
4423,32,auditory,Master topic,138,0.95,Slow,3,20
4424,67,auditory,Complete course,242,0.84,Moderate,32,4
4425,75,auditory,Master topic,63,0.63,Fast,10,17
4426,92,visual,Master topic,282,0.37,Slow,14,9
4427,48,kinesthetic,Complete course,106,0.24,Slow,3,11
4428,50,auditory,Gain certification,119,0.53,Fast,34,1
4429,22,visual,Gain certification,255,0.92,Fast,30,6
4430,83,auditory,Gain certification,148,0.85,Moderate,20,16
4431,32,visual,Master topic,212,0.22,Moderate,7,13
4432,73,auditory,Complete course,87,0.35,Moderate,32,7
4433,25,auditory,Complete course,126,0.3,Moderate,25,17
4434,1,auditory,Gain certification,224,0.4,Slow,33,16
4435,37,kinesthetic,Master topic,261,0.86,Moderate,2,3
4436,56,kinesthetic,Complete course,250,0.38,Moderate,12,7
4437,56,auditory,Master topic,128,0.6,Slow,13,9
4438,40,kinesthetic,Gain certification,45,0.48,Slow,25,17
4439,65,visual,Complete course,63,0.37,Slow,14,11
4440,77,kinesthetic,Master topic,65,0.66,Slow,14,15
4441,43,auditory,Master topic,85,0.58,Moderate,6,18
4442,18,auditory,Master topic,144,0.76,Moderate,46,20
4443,88,visual,Complete course,67,0.39,Moderate,13,20
4444,90,kinesthetic,Master topic,209,0.81,Fast,42,1
4445,29,auditory,Gain certification,120,0.74,Moderate,41,19
4446,42,auditory,Complete course,179,0.22,Moderate,46,8
4447,16,kinesthetic,Master topic,142,0.83,Fast,36,20
4448,10,kinesthetic,Master topic,245,0.81,Fast,20,12
4449,5,kinesthetic,Complete course,168,0.86,Moderate,27,18
4450,13,kinesthetic,Gain certification,45,0.44,Fast,38,1
4451,97,visual,Gain certification,47,0.44,Moderate,19,18
4452,20,visual,Master topic,134,1.0,Moderate,25,4
4453,16,auditory,Master topic,297,0.77,Moderate,30,14
4454,68,visual,Gain certification,139,0.56,Moderate,26,17
4455,30,kinesthetic,Master topic,196,0.66,Fast,9,14
4456,38,kinesthetic,Gain certification,208,0.72,Fast,13,6
4457,66,auditory,Complete course,227,0.55,Moderate,49,1
4458,28,auditory,Gain certification,261,0.85,Fast,22,19
4459,44,visual,Gain certification,112,0.87,Slow,38,12
4460,47,visual,Master topic,273,0.94,Slow,48,7
4461,32,kinesthetic,Gain certification,293,0.6,Moderate,30,18
4462,99,visual,Gain certification,93,0.74,Moderate,39,8
4463,20,auditory,Master topic,139,0.21,Slow,42,2
4464,2,auditory,Gain certification,216,0.69,Fast,42,19
4465,73,kinesthetic,Master topic,184,0.54,Fast,16,11
4466,24,visual,Complete course,107,0.56,Moderate,34,9
4467,9,auditory,Master topic,175,0.99,Slow,5,1
4468,52,auditory,Complete course,76,0.57,Slow,15,10
4469,81,visual,Complete course,173,0.82,Fast,27,15
4470,47,visual,Gain certification,49,0.65,Slow,48,10
4471,73,kinesthetic,Master topic,157,0.71,Fast,7,9
4472,94,auditory,Gain certification,104,0.34,Fast,44,12
4473,35,kinesthetic,Complete course,87,0.62,Moderate,34,7
4474,98,auditory,Gain certification,183,0.77,Fast,30,1
4475,65,kinesthetic,Gain certification,76,0.34,Slow,33,13
4476,80,auditory,Gain certification,54,0.43,Slow,40,20
4477,48,auditory,Master topic,226,0.38,Moderate,4,15
4478,19,auditory,Gain certification,87,0.52,Moderate,9,13
4479,32,auditory,Master topic,93,0.32,Fast,47,3
4480,80,auditory,Master topic,146,0.97,Moderate,30,4
4481,54,visual,Complete course,236,0.2,Fast,7,1
4482,54,kinesthetic,Master topic,240,0.83,Moderate,4,16
4483,84,auditory,Gain certification,269,0.24,Fast,28,6
4484,12,auditory,Gain certification,55,0.98,Moderate,24,19
4485,79,visual,Gain certification,299,0.29,Fast,16,16
4486,59,visual,Master topic,182,0.95,Fast,19,19
4487,13,visual,Complete course,129,0.34,Slow,35,10
4488,2,kinesthetic,Master topic,157,0.83,Slow,41,18
4489,78,visual,Master topic,156,0.85,Slow,17,17
4490,54,auditory,Master topic,103,0.57,Moderate,40,6
4491,43,auditory,Gain certification,81,1.0,Fast,22,8
4492,43,kinesthetic,Complete course,147,0.96,Fast,33,11
4493,14,visual,Gain certification,113,0.39,Fast,23,3
4494,56,visual,Master topic,251,0.45,Slow,29,20
4495,64,visual,Gain certification,259,0.35,Fast,21,4
4496,9,visual,Complete course,97,0.56,Fast,41,3
4497,16,kinesthetic,Gain certification,234,0.55,Moderate,38,11
4498,8,visual,Complete course,290,0.36,Slow,24,16
4499,39,visual,Gain certification,290,0.83,Moderate,32,20
4500,79,kinesthetic,Gain certification,85,0.4,Fast,3,8
4501,83,kinesthetic,Gain certification,226,0.26,Fast,12,13
4502,0,auditory,Gain certification,162,0.72,Slow,10,7
4503,7,auditory,Complete course,66,0.98,Slow,33,13
4504,95,auditory,Gain certification,131,0.41,Moderate,38,10
4505,9,auditory,Gain certification,106,0.95,Moderate,27,12
4506,51,kinesthetic,Master topic,183,0.42,Moderate,8,19
4507,86,auditory,Complete course,291,0.25,Fast,47,8
4508,39,auditory,Gain certification,67,0.35,Fast,29,9
4509,96,auditory,Gain certification,240,0.98,Moderate,31,13
4510,77,kinesthetic,Complete course,99,0.94,Moderate,22,16
4511,64,auditory,Gain certification,52,0.3,Moderate,19,14
4512,83,kinesthetic,Master topic,69,0.48,Moderate,24,10
4513,20,visual,Master topic,94,0.89,Moderate,36,2
4514,93,visual,Gain certification,62,0.86,Fast,45,17
4515,74,auditory,Complete course,140,0.21,Fast,29,11
4516,98,kinesthetic,Master topic,57,0.46,Slow,10,19
4517,54,kinesthetic,Complete course,55,0.59,Fast,40,1
4518,50,kinesthetic,Gain certification,98,0.73,Slow,44,19
4519,87,auditory,Complete course,111,0.91,Moderate,19,11
4520,22,auditory,Gain certification,283,0.93,Moderate,10,1
4521,48,auditory,Master topic,126,0.88,Fast,12,15
4522,83,visual,Master topic,72,0.74,Slow,22,15
4523,39,kinesthetic,Complete course,169,0.74,Fast,39,6
4524,96,auditory,Gain certification,145,0.99,Moderate,35,2
4525,18,kinesthetic,Complete course,190,0.89,Fast,45,11
4526,24,kinesthetic,Master topic,288,0.54,Fast,42,4
4527,55,auditory,Gain certification,212,0.91,Slow,48,3
4528,31,visual,Complete course,262,0.56,Slow,41,20
4529,48,auditory,Complete course,88,0.69,Slow,29,1
4530,34,kinesthetic,Master topic,204,0.58,Moderate,38,3
4531,95,visual,Master topic,259,0.64,Slow,39,7
4532,25,visual,Complete course,288,0.77,Fast,5,16
4533,0,kinesthetic,Gain certification,195,0.28,Fast,40,13
4534,58,visual,Gain certification,141,0.84,Fast,15,10
4535,86,kinesthetic,Complete course,270,0.89,Moderate,12,9
4536,21,auditory,Complete course,144,0.27,Fast,23,14
4537,61,visual,Complete course,276,0.26,Fast,47,19
4538,3,visual,Gain certification,281,0.33,Slow,36,16
4539,49,kinesthetic,Gain certification,247,0.33,Fast,9,9
4540,65,auditory,Complete course,281,0.77,Fast,9,2
4541,52,visual,Master topic,82,0.28,Fast,46,9
4542,15,visual,Master topic,91,0.23,Slow,29,4
4543,4,visual,Master topic,125,0.23,Slow,13,12
4544,65,visual,Gain certification,190,0.24,Slow,46,6
4545,13,auditory,Gain certification,144,0.89,Fast,35,12
4546,79,kinesthetic,Master topic,97,0.47,Fast,35,16
4547,89,visual,Master topic,120,0.2,Fast,30,10
4548,4,visual,Gain certification,31,0.38,Slow,16,3
4549,22,kinesthetic,Complete course,53,0.4,Fast,12,16
4550,76,kinesthetic,Master topic,109,0.61,Slow,21,2
4551,79,visual,Complete course,176,0.69,Fast,34,15
4552,34,auditory,Gain certification,171,0.53,Moderate,11,11
4553,76,kinesthetic,Complete course,60,0.61,Slow,8,20
4554,1,kinesthetic,Gain certification,47,0.55,Moderate,13,4
4555,64,visual,Complete course,71,0.33,Slow,44,4
4556,18,auditory,Complete course,83,0.74,Slow,38,1
4557,8,visual,Master topic,37,0.66,Moderate,15,12
4558,30,visual,Complete course,161,0.52,Fast,10,8
4559,23,kinesthetic,Complete course,270,0.46,Fast,19,14
4560,38,kinesthetic,Gain certification,166,0.62,Moderate,27,10
4561,47,auditory,Gain certification,246,0.62,Moderate,27,13
4562,1,auditory,Complete course,116,0.56,Moderate,42,9
4563,58,auditory,Gain certification,154,0.38,Slow,23,11
4564,60,auditory,Gain certification,266,0.34,Fast,39,8
4565,24,visual,Master topic,41,0.94,Fast,41,4
4566,1,visual,Complete course,82,0.82,Moderate,5,2
4567,20,kinesthetic,Complete course,191,0.7,Slow,47,4
4568,81,visual,Gain certification,157,0.94,Fast,47,14
4569,46,auditory,Gain certification,189,0.29,Fast,1,10
4570,72,kinesthetic,Master topic,203,0.22,Fast,32,3
4571,94,auditory,Gain certification,167,0.24,Moderate,33,16
4572,57,kinesthetic,Master topic,182,0.52,Fast,38,10
4573,21,kinesthetic,Gain certification,238,0.37,Slow,21,18
4574,32,kinesthetic,Complete course,145,0.62,Fast,47,13
4575,47,kinesthetic,Complete course,296,0.3,Moderate,7,18
4576,30,kinesthetic,Complete course,54,0.58,Moderate,46,11
4577,87,auditory,Complete course,274,0.82,Fast,15,10
4578,7,visual,Master topic,246,0.75,Slow,40,9
4579,13,auditory,Master topic,56,0.61,Moderate,38,8
4580,85,auditory,Master topic,292,0.94,Moderate,10,10
4581,83,kinesthetic,Master topic,80,0.62,Slow,35,16
4582,51,visual,Complete course,100,0.57,Moderate,43,1
4583,89,auditory,Master topic,69,0.59,Moderate,10,14
4584,96,kinesthetic,Complete course,286,0.98,Moderate,4,20
4585,25,auditory,Gain certification,202,0.33,Slow,19,7
4586,94,kinesthetic,Complete course,297,0.3,Fast,2,9
4587,93,auditory,Gain certification,73,0.5,Moderate,23,18
4588,82,visual,Gain certification,174,0.77,Fast,14,1
4589,64,kinesthetic,Gain certification,124,0.7,Fast,5,16
4590,13,kinesthetic,Gain certification,113,0.44,Slow,29,1
4591,69,visual,Gain certification,160,0.45,Fast,29,4
4592,38,kinesthetic,Complete course,88,0.88,Moderate,31,4
4593,10,visual,Complete course,79,0.42,Slow,6,10
4594,18,visual,Master topic,160,0.69,Moderate,36,10
4595,41,kinesthetic,Complete course,177,1.0,Moderate,43,14
4596,95,kinesthetic,Complete course,52,0.4,Slow,27,19
4597,96,auditory,Complete course,108,0.98,Slow,3,11
4598,2,visual,Master topic,192,0.91,Slow,24,15
4599,76,visual,Gain certification,57,0.64,Moderate,16,9
4600,21,kinesthetic,Master topic,225,0.67,Fast,38,19
4601,14,visual,Complete course,242,0.72,Fast,48,14
4602,40,kinesthetic,Complete course,228,0.64,Moderate,8,4
4603,98,auditory,Complete course,192,0.98,Slow,17,14
4604,98,auditory,Complete course,158,0.56,Fast,3,7
4605,76,visual,Complete course,227,0.48,Moderate,16,2
4606,90,visual,Master topic,264,0.52,Moderate,39,20
4607,21,auditory,Gain certification,272,0.5,Fast,42,15
4608,85,auditory,Complete course,242,0.55,Fast,5,6
4609,92,visual,Complete course,234,0.38,Slow,42,13
4610,94,visual,Master topic,248,0.38,Fast,21,3
4611,54,kinesthetic,Complete course,195,0.45,Moderate,12,7
4612,91,auditory,Master topic,217,0.96,Moderate,4,19
4613,19,kinesthetic,Complete course,166,0.88,Moderate,16,12
4614,6,kinesthetic,Complete course,70,0.36,Slow,15,4
4615,85,auditory,Complete course,171,0.56,Fast,18,13
4616,10,auditory,Complete course,185,0.33,Slow,27,19
4617,2,visual,Master topic,141,0.58,Slow,29,2
4618,7,auditory,Master topic,43,0.99,Slow,39,15
4619,28,auditory,Complete course,161,0.65,Moderate,5,14
4620,72,auditory,Gain certification,243,0.49,Moderate,19,7
4621,55,visual,Master topic,141,0.56,Slow,40,18
4622,83,auditory,Master topic,219,0.35,Fast,29,12
4623,16,kinesthetic,Gain certification,60,0.93,Moderate,31,18
4624,85,kinesthetic,Master topic,48,0.79,Moderate,1,9
4625,95,auditory,Complete course,112,0.74,Moderate,27,6
4626,25,visual,Gain certification,169,0.59,Fast,40,16
4627,70,auditory,Complete course,194,0.99,Moderate,13,13
4628,37,kinesthetic,Master topic,239,0.89,Moderate,20,15
4629,79,auditory,Complete course,179,0.48,Fast,3,8
4630,6,visual,Master topic,113,0.43,Slow,11,12
4631,19,kinesthetic,Master topic,79,0.23,Fast,25,7
4632,40,visual,Complete course,105,0.29,Slow,30,19
4633,70,kinesthetic,Master topic,256,0.58,Slow,8,18
4634,15,kinesthetic,Master topic,243,0.92,Fast,2,4
4635,96,visual,Master topic,176,0.65,Moderate,16,12
4636,46,kinesthetic,Master topic,172,0.34,Slow,24,13
4637,70,kinesthetic,Complete course,89,0.43,Moderate,28,1
4638,67,visual,Gain certification,102,0.25,Fast,37,19
4639,43,visual,Gain certification,122,0.75,Slow,17,20
4640,49,kinesthetic,Master topic,160,0.37,Fast,30,3
4641,1,kinesthetic,Gain certification,247,0.21,Slow,15,20
4642,35,visual,Complete course,232,0.48,Slow,41,1
4643,87,auditory,Master topic,156,0.94,Fast,38,12
4644,82,kinesthetic,Complete course,182,0.34,Moderate,37,8
4645,64,auditory,Master topic,185,0.43,Moderate,11,12
4646,27,kinesthetic,Complete course,44,0.71,Slow,31,9
4647,24,kinesthetic,Master topic,188,0.82,Moderate,12,4
4648,54,auditory,Master topic,98,0.64,Fast,45,13
4649,65,kinesthetic,Gain certification,190,0.42,Slow,32,7
4650,36,auditory,Gain certification,212,0.64,Fast,16,1
4651,76,auditory,Gain certification,75,0.91,Moderate,38,3
4652,79,visual,Master topic,267,0.23,Moderate,21,1
4653,43,auditory,Gain certification,64,0.81,Moderate,11,20
4654,32,kinesthetic,Master topic,205,0.82,Moderate,39,3
4655,58,auditory,Gain certification,93,0.42,Slow,21,12
4656,40,auditory,Complete course,133,0.72,Slow,38,20
4657,51,auditory,Complete course,202,0.93,Slow,22,19
4658,40,visual,Complete course,212,0.26,Slow,28,2
4659,26,auditory,Gain certification,287,0.46,Fast,7,14
4660,46,auditory,Master topic,198,0.24,Slow,13,9
4661,67,visual,Gain certification,83,0.57,Slow,3,12
4662,95,kinesthetic,Gain certification,199,0.38,Slow,35,15
4663,7,auditory,Gain certification,184,0.54,Fast,4,13
4664,88,auditory,Gain certification,92,0.35,Slow,48,10
4665,95,kinesthetic,Master topic,164,0.95,Fast,46,5
4666,0,visual,Master topic,99,0.71,Moderate,7,11
4667,14,auditory,Master topic,33,0.64,Slow,20,7
4668,43,auditory,Master topic,250,0.45,Slow,1,18
4669,73,kinesthetic,Complete course,91,0.95,Slow,47,7
4670,44,auditory,Master topic,83,0.26,Fast,38,18
4671,38,kinesthetic,Complete course,277,0.45,Moderate,24,2
4672,5,visual,Gain certification,185,0.47,Slow,6,1
4673,58,auditory,Gain certification,104,0.8,Slow,9,3
4674,66,auditory,Complete course,297,0.65,Slow,18,5
4675,61,auditory,Complete course,199,0.36,Slow,42,20
4676,53,kinesthetic,Complete course,135,0.65,Fast,33,19
4677,36,kinesthetic,Gain certification,51,0.87,Fast,34,8
4678,83,visual,Complete course,293,0.6,Fast,36,11
4679,61,visual,Master topic,196,0.46,Slow,23,1
4680,74,visual,Master topic,120,0.52,Slow,35,17
4681,87,auditory,Gain certification,269,0.64,Fast,30,8
4682,36,visual,Complete course,186,0.44,Fast,30,16
4683,23,visual,Master topic,294,0.5,Fast,21,2
4684,66,auditory,Complete course,88,0.89,Fast,2,3
4685,63,kinesthetic,Master topic,92,0.68,Fast,48,11
4686,70,visual,Master topic,157,0.22,Moderate,20,1
4687,18,auditory,Master topic,188,0.92,Fast,12,9
4688,76,visual,Master topic,194,0.95,Fast,37,18
4689,74,auditory,Master topic,196,0.68,Fast,7,17
4690,49,kinesthetic,Gain certification,33,0.3,Moderate,41,2
4691,18,visual,Complete course,121,0.32,Fast,18,8
4692,89,kinesthetic,Master topic,230,0.67,Moderate,34,11
4693,3,auditory,Master topic,103,0.46,Slow,37,17
4694,64,visual,Complete course,109,0.23,Fast,49,19
4695,61,visual,Master topic,56,0.62,Fast,24,14
4696,6,kinesthetic,Master topic,292,0.45,Slow,8,20
4697,98,kinesthetic,Complete course,90,0.73,Slow,43,14
4698,79,visual,Complete course,167,0.48,Slow,5,19
4699,55,kinesthetic,Gain certification,166,0.73,Moderate,30,2
4700,59,kinesthetic,Master topic,65,0.56,Moderate,35,1
4701,20,auditory,Gain certification,261,0.36,Fast,20,9
4702,68,kinesthetic,Master topic,122,0.82,Moderate,43,6
4703,56,auditory,Complete course,78,0.93,Slow,5,8
4704,63,auditory,Master topic,254,0.34,Slow,7,13
4705,61,auditory,Gain certification,257,0.38,Moderate,23,13
4706,72,kinesthetic,Complete course,120,0.75,Moderate,19,9
4707,2,auditory,Complete course,251,0.5,Slow,16,17
4708,44,kinesthetic,Complete course,83,0.53,Moderate,18,14
4709,25,auditory,Master topic,79,0.99,Fast,48,1
4710,7,kinesthetic,Gain certification,144,0.52,Moderate,25,17
4711,54,visual,Gain certification,106,0.22,Moderate,10,20
4712,68,auditory,Complete course,174,0.8,Slow,32,16
4713,75,auditory,Gain certification,73,0.21,Fast,10,10
4714,38,kinesthetic,Gain certification,167,0.94,Slow,32,9
4715,44,kinesthetic,Complete course,174,0.64,Fast,11,12
4716,52,kinesthetic,Complete course,105,0.2,Moderate,11,16
4717,26,visual,Master topic,228,0.9,Fast,34,2
4718,20,visual,Complete course,237,0.69,Fast,13,15
4719,88,kinesthetic,Gain certification,288,0.84,Moderate,10,17
4720,16,visual,Gain certification,114,0.22,Moderate,6,16
4721,91,visual,Master topic,237,0.4,Slow,46,4
4722,72,kinesthetic,Gain certification,220,0.8,Moderate,14,1
4723,24,visual,Gain certification,115,0.73,Slow,11,5
4724,7,auditory,Complete course,273,0.44,Slow,1,16
4725,90,kinesthetic,Master topic,234,0.89,Moderate,4,2
4726,50,auditory,Gain certification,184,0.78,Slow,24,10
4727,72,kinesthetic,Master topic,224,0.56,Fast,27,5
4728,57,auditory,Complete course,282,0.58,Fast,24,2
4729,39,auditory,Gain certification,258,0.5,Fast,34,19
4730,2,visual,Complete course,55,0.83,Moderate,36,19
4731,41,kinesthetic,Gain certification,275,0.37,Fast,6,18
4732,64,visual,Gain certification,59,0.67,Fast,9,19
4733,35,auditory,Complete course,135,0.3,Moderate,48,5
4734,75,auditory,Master topic,60,0.23,Moderate,40,5
4735,66,kinesthetic,Gain certification,235,0.23,Moderate,5,14
4736,91,visual,Master topic,100,0.24,Moderate,7,16
4737,33,visual,Gain certification,191,0.76,Moderate,1,4
4738,45,auditory,Complete course,287,0.95,Moderate,7,6
4739,63,auditory,Master topic,185,0.63,Fast,38,19
4740,49,kinesthetic,Master topic,174,0.58,Fast,40,11
4741,75,auditory,Gain certification,197,0.22,Moderate,19,15
4742,53,auditory,Complete course,270,0.65,Fast,22,3
4743,40,auditory,Master topic,78,0.63,Fast,34,14
4744,19,kinesthetic,Master topic,274,0.9,Fast,22,4
4745,79,auditory,Master topic,177,0.98,Slow,31,11
4746,90,visual,Complete course,121,0.59,Moderate,32,5
4747,27,auditory,Master topic,63,0.91,Fast,14,15
4748,91,kinesthetic,Gain certification,251,0.67,Fast,37,5
4749,47,auditory,Master topic,148,0.88,Slow,44,1
4750,47,visual,Gain certification,243,0.49,Moderate,25,17
4751,41,auditory,Complete course,57,0.56,Moderate,41,14
4752,64,kinesthetic,Master topic,85,0.6,Moderate,16,1
4753,97,kinesthetic,Gain certification,31,0.98,Fast,2,10
4754,73,kinesthetic,Complete course,194,0.58,Fast,21,1
4755,36,kinesthetic,Complete course,55,0.67,Slow,4,10
4756,5,auditory,Gain certification,38,0.22,Moderate,28,12
4757,45,auditory,Master topic,74,0.3,Moderate,49,18
4758,44,auditory,Gain certification,110,0.77,Moderate,31,17
4759,99,visual,Gain certification,173,0.4,Fast,36,7
4760,80,auditory,Complete course,261,0.25,Slow,21,14
4761,15,kinesthetic,Gain certification,126,0.49,Slow,18,19
4762,91,auditory,Gain certification,298,0.84,Fast,8,15
4763,27,auditory,Gain certification,126,0.54,Fast,27,18
4764,2,visual,Master topic,188,0.59,Slow,8,2
4765,53,kinesthetic,Master topic,115,0.79,Moderate,15,15
4766,68,visual,Complete course,171,0.66,Slow,16,16
4767,27,kinesthetic,Master topic,207,0.48,Moderate,7,11
4768,97,kinesthetic,Complete course,153,0.26,Fast,40,20
4769,8,auditory,Master topic,53,0.53,Moderate,19,19
4770,36,auditory,Gain certification,164,0.37,Fast,26,3
4771,26,visual,Complete course,208,0.92,Slow,17,16
4772,46,kinesthetic,Master topic,66,0.41,Fast,20,10
4773,56,auditory,Complete course,187,0.76,Moderate,4,5
4774,98,auditory,Gain certification,295,0.64,Slow,34,1
4775,64,kinesthetic,Complete course,116,0.78,Moderate,31,7
4776,73,auditory,Master topic,259,0.55,Fast,22,3
4777,26,kinesthetic,Complete course,182,0.61,Fast,29,5
4778,94,kinesthetic,Complete course,158,0.8,Fast,27,8
4779,22,auditory,Complete course,266,0.92,Moderate,49,4
4780,81,kinesthetic,Master topic,234,0.23,Moderate,1,10
4781,44,kinesthetic,Complete course,294,0.4,Fast,17,4
4782,57,visual,Master topic,254,0.98,Slow,35,15
4783,78,kinesthetic,Gain certification,255,0.75,Fast,43,3
4784,55,visual,Complete course,38,0.27,Slow,3,18
4785,66,visual,Gain certification,261,0.22,Moderate,44,18
4786,88,auditory,Master topic,106,0.41,Slow,9,20
4787,67,visual,Complete course,90,0.45,Fast,25,15
4788,4,kinesthetic,Gain certification,286,0.31,Fast,2,4
4789,23,kinesthetic,Gain certification,35,0.8,Slow,23,11
4790,97,auditory,Gain certification,146,0.6,Moderate,41,5
4791,22,visual,Complete course,30,0.81,Moderate,27,7
4792,50,auditory,Master topic,262,0.64,Fast,41,15
4793,73,visual,Gain certification,45,0.54,Slow,21,7
4794,5,visual,Master topic,144,0.68,Fast,43,10
4795,85,auditory,Master topic,275,0.22,Moderate,5,10
4796,5,kinesthetic,Gain certification,74,0.74,Moderate,28,11
4797,22,auditory,Gain certification,278,0.51,Fast,6,12
4798,88,visual,Master topic,218,0.47,Fast,26,9
4799,15,auditory,Gain certification,43,0.51,Fast,11,17
4800,59,kinesthetic,Gain certification,125,0.71,Moderate,15,1
4801,8,auditory,Master topic,118,0.55,Slow,31,10
4802,97,visual,Master topic,110,0.96,Fast,16,18
4803,9,visual,Gain certification,68,0.57,Moderate,28,8
4804,73,visual,Complete course,286,0.67,Slow,36,2
4805,18,auditory,Master topic,116,0.66,Moderate,1,15
4806,7,auditory,Complete course,128,0.85,Slow,43,6
4807,25,visual,Master topic,110,0.69,Moderate,20,2
4808,57,kinesthetic,Gain certification,30,0.7,Slow,3,7
4809,19,auditory,Complete course,190,0.51,Slow,39,16
4810,62,kinesthetic,Gain certification,127,0.72,Fast,2,9
4811,38,kinesthetic,Gain certification,97,0.57,Fast,10,1
4812,87,kinesthetic,Complete course,113,0.5,Moderate,40,2
4813,93,auditory,Master topic,73,0.73,Fast,40,11
4814,97,kinesthetic,Complete course,247,0.66,Fast,7,6
4815,34,kinesthetic,Gain certification,244,0.21,Fast,30,19
4816,85,visual,Gain certification,115,0.31,Moderate,11,20
4817,64,visual,Master topic,247,0.96,Fast,32,10
4818,8,visual,Master topic,293,0.45,Slow,11,18
4819,9,visual,Complete course,270,0.71,Fast,49,15
4820,65,visual,Complete course,85,0.48,Fast,17,19
4821,87,auditory,Gain certification,157,0.68,Fast,32,1
4822,7,visual,Complete course,90,0.69,Moderate,7,3
4823,16,kinesthetic,Master topic,83,0.29,Moderate,38,11
4824,62,kinesthetic,Master topic,252,0.47,Slow,39,16
4825,21,kinesthetic,Complete course,140,0.28,Moderate,33,17
4826,44,auditory,Master topic,55,0.21,Fast,5,18
4827,47,visual,Master topic,192,0.58,Slow,24,3
4828,26,auditory,Complete course,140,0.96,Fast,20,4
4829,35,visual,Complete course,80,0.34,Slow,2,18
4830,86,auditory,Gain certification,290,0.27,Slow,38,20
4831,51,auditory,Gain certification,48,0.45,Slow,17,6
4832,50,kinesthetic,Gain certification,107,0.53,Fast,46,18
4833,68,kinesthetic,Gain certification,70,0.28,Moderate,2,18
4834,69,kinesthetic,Master topic,37,0.55,Moderate,14,14
4835,21,auditory,Master topic,121,0.52,Slow,7,8
4836,49,kinesthetic,Gain certification,49,0.43,Slow,34,15
4837,71,auditory,Master topic,70,0.63,Fast,47,6
4838,30,kinesthetic,Gain certification,247,0.95,Moderate,41,7
4839,7,auditory,Master topic,157,0.92,Moderate,1,18
4840,70,auditory,Gain certification,46,0.48,Slow,28,17
4841,3,auditory,Master topic,116,0.46,Slow,34,5
4842,49,auditory,Master topic,105,0.37,Fast,17,7
4843,97,auditory,Master topic,151,0.52,Slow,19,15
4844,58,visual,Master topic,277,0.21,Slow,31,8
4845,10,kinesthetic,Complete course,49,0.96,Moderate,9,15
4846,81,auditory,Complete course,291,0.53,Fast,38,20
4847,97,auditory,Master topic,130,0.76,Fast,23,17
4848,76,auditory,Master topic,228,0.42,Moderate,16,16
4849,31,kinesthetic,Complete course,299,0.55,Moderate,9,10
4850,24,visual,Complete course,74,0.91,Moderate,36,19
4851,7,visual,Complete course,143,0.59,Moderate,28,17
4852,16,kinesthetic,Gain certification,172,0.7,Fast,46,17
4853,49,visual,Master topic,128,0.84,Fast,38,14
4854,47,visual,Master topic,250,0.51,Fast,28,18
4855,0,auditory,Master topic,31,0.6,Fast,12,3
4856,86,visual,Complete course,112,0.9,Moderate,8,9
4857,78,kinesthetic,Gain certification,111,0.41,Fast,33,10
4858,39,auditory,Complete course,63,0.36,Fast,23,3
4859,3,auditory,Complete course,274,0.81,Fast,7,12
4860,0,visual,Gain certification,72,0.78,Fast,2,4
4861,78,kinesthetic,Complete course,91,0.36,Slow,37,4
4862,61,kinesthetic,Gain certification,223,0.96,Fast,27,19
4863,55,kinesthetic,Gain certification,259,0.47,Moderate,18,4
4864,79,auditory,Gain certification,217,0.51,Slow,14,4
4865,48,visual,Master topic,59,0.83,Fast,26,10
4866,27,auditory,Gain certification,137,0.31,Fast,8,16
4867,25,kinesthetic,Master topic,209,0.57,Slow,9,15
4868,11,kinesthetic,Gain certification,121,0.77,Slow,16,6
4869,2,visual,Master topic,260,0.59,Slow,27,12
4870,24,auditory,Master topic,290,0.69,Slow,30,15
4871,39,kinesthetic,Gain certification,38,0.82,Fast,2,18
4872,38,kinesthetic,Master topic,181,0.91,Fast,41,6
4873,53,kinesthetic,Gain certification,52,0.7,Fast,3,3
4874,94,visual,Complete course,110,0.51,Fast,18,8
4875,79,visual,Gain certification,123,0.86,Slow,11,8
4876,19,visual,Gain certification,121,0.3,Fast,12,4
4877,67,kinesthetic,Gain certification,159,0.45,Moderate,21,13
4878,19,visual,Master topic,147,0.8,Moderate,5,3
4879,63,kinesthetic,Gain certification,163,0.9,Fast,33,18
4880,48,auditory,Gain certification,187,0.98,Fast,4,13
4881,74,auditory,Complete course,250,0.97,Fast,19,12
4882,67,auditory,Complete course,100,0.4,Moderate,36,1
4883,33,kinesthetic,Gain certification,269,0.64,Slow,23,14
4884,94,auditory,Master topic,252,0.43,Moderate,32,13
